ID,Spans,Cashtag,Sentiment Score,Predicted Sentiment Score
8961086,receivable going to zero,$kcg,-0.343,-0.7098204493522644
719623868495728640,cisco also lower,$csco,-0.416,-0.7340993881225586
39047668,bullish ma crossovers,$sbrcy,0.457,0.9992923140525818
709499794910109696,sell $rht,$rht,-0.591,-0.5257042646408081
719517217247735808,in play longs,$sne,0.273,0.9978283047676086
27030874,next 5-6 charts illustrate a bullish weekly outcome,$slv,0.119,0.999896764755249
27026251,i would buy some wtsl at these prices,$app,0.193,0.989557683467865
719600087777812480,more positive comments from $ms,$nflx,0.426,0.9997702836990356
9398009,volume footprint looks great,$mos,-0.097,-0.02789497748017311
719630671220776960,drugs and biotech getting perky,$gild,0.387,0.9957759976387024
719635462382579712,wants to ta,$goog,-0.265,-0.33208224177360535
5806487,companies shld be worried about icloud,$msft,-0.329,-0.7604907155036926
6234119,negative p&l on hardware,$amzn,-0.387,-0.6583150625228882
719801650957914112,eyes more disposals in bid to appease city backers,$tsco,0.286,0.999960720539093
22415160,gap fill 53.53 still waiting.,$fb,0.085,0.9981561899185181
709389876295110656,long,$sdrl,0.488,0.9985287189483643
719849703106551808,pie in the sky,$ffiv,0.365,0.9996182322502136
37388803,afternoon selloff as usual will be brutal,$aapl,-0.569,-0.49855297803878784
6037370,short more ,$faz,-0.605,-0.6229167580604553
34669614,has a great cash balance,$bbry,0.493,0.9988470077514648
709418142645137408,calls for nice gains,$googl,0.396,0.9999109506607056
719560724004126720,top holdings,$endp,0.311,0.996318519115448
708400413049888768,getting out of his,$tsla,-0.374,0.09235969930887222
21842067,strong 5min @above bollies,$fb,0.235,0.9998530149459839
719524447514963968,near a buy point last week,$aapl,0.093,0.9866918921470642
14140852,google will soon start selling chromebooks at walmart and staples,$goog,0.34,0.999808669090271
5804933,broke out now of his bull flag channel and make new highs,$dpz,0.369,0.9998660087585449
719498704994971648,start strong finish weak,$luv,-0.086,-0.686977207660675
719684651086954496,services like $nflx and #hulu are growing much faster than cable,$nflx,0.364,0.9993143677711487
14584620,top stocks,$flml,0.376,0.9951127171516418
719844737478496256,goldman sachs reiterates conviction buy on,$aapl,0.622,0.9996567964553833
9610781,$aapl max pain,$aapl,-0.063,-0.7417302131652832
30827588,"with oil prices down further, oil stocks looking less cheap",$oas,-0.42,-0.5152474045753479
29590592,got some more,$wres,0.295,0.9001830220222473
11302969,favorite stocks,$lnkd,0.401,0.99638432264328
17470361,buy,$sfun,0.437,0.9298597574234009
35618881,run run $amzn up 4.4% now,$aapl,0.477,0.992475152015686
709723193125175296,consumers keep cautious stance,$tgt,-0.258,-0.6536570191383362
25816362,"all on a longer-term, technical swing long basis.",$tsla,0.591,0.9999994039535522
719945914270556160,$fb is taking the shine off $aapl and $goog,$aapl,-0.13,-0.554939866065979
5429838,broken out of a major horizontal resistance,$cien,0.345,0.9936257004737854
719849703106551808,pie in the sky,$akam,0.365,0.9996182322502136
719542474528567296,balancing roic and growth to create value,$cost,0.334,0.9999765157699585
719521169360027648,locked in some $fb puts for nice gain,$fb,-0.524,-0.37894001603126526
33815244,we close around $34 it's a good sign,$pay,0.494,0.9867286086082458
719600087777812480,$nflx more positive comments from $ms,$ms,0.085,0.9999039769172668
39047349,stochastic overbought,$hdge,-0.516,-0.8517324328422546
719548872666849280,"not all time low , been lower",$endp,-0.268,-0.8727878928184509
710158462253142017,"if one is to go long, money rotating into large cap tech",$fb,0.383,0.9999834895133972
719561685200048128,looks great,$grmn,0.396,0.8363667130470276
709413002697707520,starting to show some relative strength,$fb,0.334,0.998569905757904
37450150,time to stomp on some dreams.,$iwm,-0.258,-0.7660194039344788
36616915,if positive outcome w/ lung study5/8 we may see a 13d filing by soros,$isr,0.33,0.9999942779541016
5804574,more test of 12.85 coming up,$xlf,0.152,0.9994066953659058
15249839,rsi lowest level since october 2012,$spy,0.165,0.9995785355567932
5955346,long setup,$trx,0.438,0.9993392825126648
709328066938408961,baird upgrades tesla motors $tsla to outperform,$tsla,0.52,0.9990593194961548
719651138170040320,my 18 year old and 14 year old are never on $fb ,$fb,-0.258,-0.6924178004264832
708355634857529344,sector stocks leading today,$mu,0.454,0.999073326587677
7737263,$yoku 0,$yoku,0.0,-0.41375595331192017
719514715010035712,may not be as secure,$aapl,-0.308,-0.24829521775245667
6178538,the best stocks for 2012,$arco,0.463,0.9999231696128845
6309910,"long over 3.95/great find - hope that wold be another $anly or $pzzi, still holding second 1/2",$pzzi,0.509,0.9999985098838806
21026010,today's momentum movers,$mobi,0.282,0.9988515973091125
14140852,google will soon start selling chromebooks at walmart and staples,$wmt,0.196,0.999808669090271
28165236,found some good bull setups this week,$panw,0.448,0.9982895851135254
18249994,holding up relatively well compared to the broad market,$xlf,0.394,0.9988746643066406
708396387029934080,less than stellar day but it held the 50 day moving average,$cost,-0.14,0.010145241394639015
18949027,a beautifully orchestrated marke,$fb,0.152,0.9966397285461426
6161405,up 7$,$spy,0.177,0.9917170405387878
709199955005710336,cures 96% of hard-to-treat,$gild,0.534,0.9954233765602112
719535349379284992,long,$msft,0.23,0.9985287189483643
708396324710785024,,$googl,0.0,0.6807000637054443
32035784,let it run,$ugaz,0.473,0.9793701171875
719478441544925184,yahoo extends bidding deadline as interest grows,$spx,0.329,0.9999783039093018
26919572,,$spy,-0.272,0.6807000637054443
719585607215808512,today i bought more,$znga,0.087,0.9983571767807007
8032355,you will enjoy the bull run that just started,$ag,0.376,0.9991201758384705
16273216,issues statement on debt ceiling,$t,-0.341,-0.7015127539634705
23655121,there's a good short spot,$nflx,-0.434,-0.5175015330314636
5679790,worst performers today,$mgm,-0.365,-0.055542804300785065
708960045799759872,insiders are selling,$lyb,-0.351,0.03210160508751869
36285752,good news for domestic automakers,$gm,0.413,0.9988965392112732
7968482,can one of the cheerleaders show me actual valuation work,$fb,-0.205,-0.3662186563014984
710651607663267840,up to $95 after market!,$adbe,0.342,0.8992490172386169
39047253,buying on weakness,$dust,0.511,0.9514105916023254
20655340,three of my hot stocks today,$thrm,0.461,0.9985239505767822
16648889,ready for take off!,$bbry,0.472,0.9863139390945435
710221245716021248,report: apple signs up for google's cloud,$aapl,0.15,0.5214694142341614
709779449663721472,short setups looking nice....really nice,$f,-0.464,-0.21919786930084229
719531030185553920,short $mbly,$mbly,-0.606,-0.6464862823486328
5502351,will push $nly investment to another time,$nly,-0.255,-0.7104132175445557
719544293606735872,notable gainers among liquid option names this morning,$stx,0.513,0.9999910593032837
24504842,looking to add a gold miner and possibly lower pe tech name into close,$ibm,0.425,0.9999392628669739
5503795,point at a possible move up,$gld,0.176,0.9995506405830383
15351878,they let the stock fall big time after earnings,$bbry,-0.455,-0.36138609051704407
15199192,not selling before,$mnkd,0.221,0.3683888614177704
711642551418130432,tremendous opportunity awaits,$mar,0.456,0.9982348084449768
34043220,up 10% in premarket,$ibio,0.507,0.83994060754776
10513339,the overall market improve,$aapl,0.433,0.9736372828483582
11192797,gots some $aezs this morning,$aezs,0.514,0.9993072152137756
38554062,erinn murphy of piper jaffray thinks $finl is a buy,$finl,0.501,0.9998222589492798
6139409,longer term top building,$cmg,0.099,0.9991839528083801
5901252,debt crisis entered a dangerous new phase,$euo,-0.331,-0.6830301880836487
719644485056077824,$mu may go down 6% if the bear pattern is confirmed,$mu,-0.404,-0.44153064489364624
11433855,looking good,$xlf,0.255,0.8202180862426758
719929217786474496,cracking,$tsla,-0.118,-0.5450720191001892
39047668,bullish ma crossovers,$ngl,0.457,0.9992923140525818
17688269,still an interesting finance play,$ms,0.305,0.9773765206336975
5997088,broke the downtrend line,$zlcs,0.309,0.9927041530609131
30374823,some of the stocks that came up on screens for longs,$infn,0.431,0.9999629855155945
6069381,defying the downturn,$stnr,0.407,0.9991801381111145
27583592,soars pre-market,$hp,0.34,0.9834927916526794
19193470,this stock is a buy,$aapl,0.498,0.9409443140029907
8558993,pain,$rbcn,-0.4,-0.40778693556785583
16444001,hi beta hi performers,$regn,0.384,0.999189555644989
23856399,in trouble ? is that earnings gap still unfilled ?,$kors,-0.368,-0.2415955662727356
709418142645137408,calls for nice gains,$nflx,0.396,0.9999109506607056
5704829,long,$nem,0.394,0.9985287189483643
5491633,bull move ended,$spy,-0.204,0.2239246815443039
11195606,trying to lead higher here,$qqq,0.256,0.9986884593963623
7377506,bought back more shares here today,$aapl,0.243,0.9975898265838623
719522620887183360,"getting very close to 200 ma of 110.87, hasn’t closed above 200 ma since july 31, 2015. if / when it does, will be significant.",$aapl,0.218,0.9999964237213135
710857137585528836,"addding tsla ss , added small vrx long $tsla $vrx",$tsla,0.394,0.9979881644248962
33532903,sold xoma,$xoma,-0.281,-0.7266321182250977
13482661,nice blurb for $bbry,$bbry,0.183,0.9991881251335144
719619360973844480,what a nice reversal.,$fb,0.318,0.9936941862106323
719682732712968192,i'm watching(and buy targets),$tgt,0.344,0.9987263083457947
35316844,don't catch falling knives,$russ,0.286,0.9736343026161194
719542623279702016,barclays signs on to apple pay,$aapl,0.354,0.7034823298454285
13685639,looking weak,$slv,-0.352,-0.8007494211196899
6139459,markets are still acting weak,$spy,-0.443,-0.7684926986694336
33349961,short/put positions looking good here,$nflx,-0.485,0.13956260681152344
719502781036498944,bullish $nflx day trade setup,$nflx,0.422,0.9995916485786438
710863854381563904,unusual call activity,$vrx,0.332,0.9999945759773254
12767826,institutions seem to like this class of stocks,$hal,0.422,0.9997735023498535
719575574101016576,loading $spy and $aapl puts,$aapl,-0.537,-0.5794836282730103
5818088,watch $tsla > 34.5,$tsla,0.339,0.9746519923210144
719606796642594816,still in bear market,$emc,-0.421,-0.6730830073356628
19639364,china winners,$qihu,0.452,0.995722234249115
719507232489140224,stock options trade would have more than doubled your money,$bbby,0.294,0.9857735633850098
719860765189087232,master class on how to conquer mobile,$fb,0.419,0.9994356632232666
20816832,got hit hard lower this am,$nq,-0.551,-0.6354351043701172
14427501,biggies must be loading up here at lows,$line,0.438,0.998863160610199
719842907377770496,has a hard to diminish lead,$nflx,0.262,0.9970782995223999
12708048,inverse head and shoulders forming,$bbry,0.394,0.9990680813789368
719644552047362048,weak outlook,$smsi,-0.034,-0.829970121383667
710532693939916800,indices are rallying today,$amzn,-0.193,-0.3462926149368286
34122674,$gpro up,$gpro,0.619,0.9881096482276917
32574837,embarrassing china numbers,$tsla,-0.312,0.017370300367474556
5512185,possible target,$spy,0.162,0.9824026823043823
708399906990329856,rally friday!,$cpb,0.66,0.990990161895752
5364779,long setup,$ymi,0.444,0.9993392825126648
36477978,closed green!!!!,$free,0.622,0.9999381899833679
9233685,,$aapl,0.0,0.6807000637054443
14320787,bumping its head on declining daily 8ma as overhead resistance,$spy,-0.35,-0.33999335765838623
9440214,at least you didn't stop out,$arr,-0.222,-0.2988258898258209
5499580,finds support,$dx,0.504,0.9561538696289062
719500274134577152,long-term potential robust,$fb,0.249,0.9992240071296692
24417983,hopefully peeps shorting $camt for scalps,$camt,-0.36,-0.6881356835365295
719571509996580864,now it is time to short $tsla,$tsla,-0.385,-0.8671015501022339
19203632,keep stock on your watch list,$atu,0.271,0.9973835945129395
9562530,gap up tomorrow,$vvus,0.439,0.9955264329910278
709732847238705152,demand ahead,$aapl,0.532,0.9597679972648621
719532032305573888,our updated #core4 portfolio,$tsla,0.452,0.9988135099411011
708389021211299841,new hod with conviction keeping $570 on watch for resistance,$amzn,0.529,0.9999970197677612
6428776,long the market,$gs,0.525,0.9862877726554871
14034627,acting tough on big volume against the tape,$ttwo,0.243,0.9897401332855225
719523482736988160,best outperformers ranked,$mdlz,0.492,0.9999368190765381
708620553461047296,infection worries prompt regulatory reviews,$gild,-0.401,-0.6474350690841675
719605446152163328,back to back intraday reversals,$pcln,-0.53,-0.47313618659973145
8995918,weekly 625 calls now +42.31%,$aapl,0.144,0.9989398121833801
25406637,has been a bull and $gld a bear,$gdx,0.0,-0.7005417346954346
719551394798268416,watchlist top stocks,$stld,0.342,0.9996730089187622
26919965,i would consider this opportunity to add my position,$rad,0.401,0.9999656081199646
6139459,markets are still acting weak,$qqq,-0.443,-0.7684926986694336
8597000,bear flag,$emc,-0.535,-0.18281954526901245
719885850658508800,took some $endp long this am,$endp,0.613,0.9962067604064941
6058084,yes buy everything up,$spy,0.829,0.9950473308563232
31881766,brent back below 49,$uso,-0.353,-0.457823783159256
719490323915939840,a premier retail dividend play,$cost,0.354,0.9994984269142151
25160682,beat,$yelp,0.284,0.8466319441795349
719872449886744576,shipments slid -9.6% to lowest quarterly total since 2007,$hpq,-0.336,-0.5610848069190979
5365505,long,$bbep,0.537,0.9985287189483643
39047668,bullish ma crossovers,$fgl,0.457,0.9992923140525818
709731726726193152,the most trending,$mjn,0.216,0.9889526963233948
709777793798656000,unusual call activity,$dg,0.421,0.9999945759773254
719535506980265984,nice day rally!,$c,0.529,0.997545063495636
719515579372077056,added long at friday close,$labu,0.513,0.999991238117218
25136062,looks like might break down,$camt,-0.516,0.3178924322128296
6309910,"long over 3.95/great find - hope that wold be another $anly or $pzzi, still holding second 1/2",$anly,0.509,0.9999985098838806
719566195964407808,pushing channel development,$sbux,0.458,0.9998850226402283
6282743,bot $ezpw,$ezpw,0.437,0.9983718991279602
5612749,like this >,$nvda,0.374,0.5916352272033691
23765380,short,$kmb,-0.633,-0.6229167580604553
17667026,chunk of dec $35 puts bought at,$twtr,-0.601,-0.329507052898407
29978808,not time to buy,$wtic,-0.382,0.3569660782814026
719907082791698432,round 2 short,$fb,-0.438,-0.7687302827835083
14127963,"580+ should be coming very quick, if the fed supports the markets 610",$ma,0.296,0.9999985098838806
5901252,debt crisis entered a dangerous new phase,$bunl,-0.331,-0.6830301880836487
30374823,some of the stocks that came up on screens for longs,$dm,0.431,0.9999629855155945
708355634857529344,sector stocks leading today,$thc,0.454,0.999073326587677
14972619,short the market,$spy,-0.541,-0.6052437424659729
719547552874512384,airplane and hospitality industries set their sights on #cuba,$jblu,0.405,0.9999805092811584
5335110,over 16 with conviction,$vhc,0.585,0.9755505919456482
719590082706042880,$nflx at $44b,$nflx,0.215,0.988682210445404
719616495962066944,seeing competition,$goog,-0.216,-0.5782136917114258
38833804,some competitors worry that blackberry is the inevitable successor to northern telecom,$bbry,0.27,0.999904215335846
29695868,moved upper bollinger band,$tel,0.498,0.9999872446060181
710863854381563904,unusual call activity,$aa,0.332,0.9999945759773254
38883695,4 shorts only,$bbry,-0.53,-0.3985580801963806
719732320404709376,top 5 stock picks,$dorm,0.414,0.9966340065002441
21860464,tired of seeing this go down,$aapl,-0.085,-0.16643404960632324
9600757,ascending base breakout starting to gain traction,$nsm,0.733,0.9998530745506287
719835466674151424,have enjoyed shorting anglo these last few weeks,$aal,-0.269,-0.5731070041656494
719560724004126720,top holdings,$agn,0.311,0.996318519115448
12799689,$aapl cleary surpassed their bb,$bbry,-0.274,-0.6402461528778076
11781180,all going down,$spx,-0.559,-0.02611275017261505
39047349,stochastic overbought,$lpg,-0.385,-0.8517324328422546
5631705,expands share repurchase program,$rdc,0.285,0.9997513890266418
27650004,"play safe, be long",$gtat,0.335,0.9998044967651367
710571389112229888,covered,$adbe,0.128,0.999305009841919
32730863,bullish yeah,$ewz,0.393,0.9989838004112244
22729575,closed short position,$plug,0.143,0.9860734939575195
719522846431670272,why $twtr is doomed in 1 chart,$fb,-0.027,-0.7483894228935242
719892780701597696,new rsi signal created on $cost - buy,$cost,0.497,0.9995894432067871
719926154082258944,global pc shipments fell 9.6% in q1,$msft,-0.152,-0.5699329376220703
6394272,holding up well today,$pcln,0.318,0.9995887279510498
709777793798656000,unusual call activity,$mgm,0.421,0.9999945759773254
709471541038342144,all higher,$fdx,0.293,0.9556708931922913
719830167309258752,deutsche bank: cuts #starbucks to hold,$sbux,-0.17,0.024582087993621826
719866128546181120,stocks at support w/ high trade quality,$fivn,0.503,0.9998612999916077
34298461,gapping up to all time highs,$nke,0.782,0.9358751177787781
719520125582503936,downgrade,$wmc,-0.463,-0.7160800099372864
711946103118241793,netapp downgraded by macquarie to underperform,$ntap,-0.574,-0.6515787839889526
719540951018917888,short the $tsla,$tsla,-0.603,-0.7804515957832336
719872449886744576,shipments slid -9.6% to lowest quarterly total since 2007,$it,-0.295,-0.5610848069190979
710232348738985984,fed cuts rates forecast,$fdx,0.449,0.9986864328384399
12661281,lost revenue,$lulu,-0.43,-0.41339972615242004
36319076,finding support,$fxe,0.259,0.9876323938369751
10558966,confirmation is a hold ,$spy,0.259,0.9982655048370361
12564320,sounds like we'll see some green tomorrow,$bbry,0.395,0.999732255935669
19869247,closed friday with the rs line in new highs,$fpx,0.371,0.9999995827674866
33351682,beautiful trend/base,$dtv,0.645,0.9845247864723206
719547552874512384,airplane and hospitality industries set their sights on #cuba,$ual,0.405,0.9999805092811584
710220671037485056,$aapl signs up with google cloud,$amzn,-0.403,-0.2140972763299942
12992578,heading back down to,$app,-0.25,-0.13673338294029236
719533807897047040,over 225 million new internet users are being added globally every year,$bidu,0.337,0.9999986290931702
711907079296933888,unusual call buying,$mar,0.336,0.9999939799308777
710111209756827648,obby against judge garland or they risk losing the case,$aapl,-0.261,-0.503982424736023
13253323,probably long,$ual,0.29,0.9997903108596802
709777793798656000,unusual call activity,$swks,0.421,0.9999945759773254
26281546,loooooongggggg base,$chrm,0.557,0.9931391477584839
719612962013634560,$pypl w/ a solid start in #ecommerce checkout,$pypl,0.375,0.9999735355377197
8820362,want to go this morning,$nugt,0.28,0.9969774484634399
709265484953202690,breaking out,$spy,0.068,0.793950617313385
708681637572116481,nobody is recommending the sale of this stock,$mu,0.623,0.9994229674339294
25816362,"all on a longer-term, technical swing long basis.",$fb,0.591,0.9999994039535522
9169048,buying my last round of shorts next week,$tza,-0.339,-0.14791074395179749
11600568,this stock is such a winner,$amrn,0.451,0.9964361786842346
719554207280332800,pivotal upgrades alphabet ahead of q1 results,$goog,0.53,0.9999328851699829
719514330182459392,monday sold,$wba,-0.37,-0.7223659157752991
22415114,only those with the stomach for high risk are left,$plug,-0.151,-0.5875160098075867
39050233,men sell $svxy puts,$svxy,0.092,-0.3187931776046753
16201444,was still up on the screen,$tsla,0.377,0.9804176688194275
9005652,some upside today,$rcon,0.254,0.9980788826942444
11116406,shorts made a killing last couple days,$hlf,-0.529,-0.43816709518432617
11379892,will be looking to add shares if we get a new high breakout,$ocn,0.421,0.9975228309631348
37380126,atching spy 60 min sto for a push,$spy,-0.035,-0.4321795701980591
710557978621968385,#whisperbeat,$adbe,0.619,0.981862485408783
719524690256138240,bmw entering into ride-share market with i3,$bamxy,0.399,0.9974198341369629
708399906990329856,rally friday!,$pm,0.66,0.990990161895752
6200985,staying strong,$ibm,0.532,0.9982507824897766
719628052175585280,can $tsla roll over yet?,$tsla,-0.212,-0.5054427981376648
31794932,stock receives ratings downgrade today at jefferies,$ddd,-0.501,-0.4430431127548218
31138946,looks weak now,$spy,-0.504,-0.74027019739151
12246765,"small pos, short 180 wkly puts",$nflx,-0.597,-0.8116980791091919
8205922,downward trendline,$gld,-0.143,-0.26443687081336975
5493669,isn't cheap,$apkt,-0.353,-0.4619519114494324
34182363,they have real assets,$pbr,0.432,0.9838065505027771
36319076,finding support,$uup,0.259,0.9876323938369751
710792713709309952,buy these 3 stocks while there's blood in the streets,$nxpi,0.415,0.9994898438453674
719655001878978560,risky move,$tsla,-0.078,-0.17846809327602386
719548346428358656,great short entry right now,$stx,-0.461,-0.8103227019309998
10698860,"google, inc. completes acquisition of icoa",$icoa,0.267,0.9957071542739868
719599977480253440,stocks higher in afternoon trade,$wb,0.314,0.9993798136711121
9151159,looking for continuation with volume increase,$axp,0.308,0.9911199808120728
710965451677827073,top #netpayoutyields,$msi,0.426,0.999329686164856
14122182,actively head & shoulder in progress,$aapl,-0.222,-0.410502552986145
719634125154492416,with personal story sharing declining,$twtr,-0.572,-0.7603409886360168
719541888940957696,worst performers,$nke,-0.244,-0.6683793663978577
710537211318575104,not dipping - testing the 200 day ma,$tsla,0.281,0.9997268915176392
719532075100020736,bad apple,$aapl,-0.392,0.34147462248802185
32370562,,$bpgdm,0.0,0.6807000637054443
7800016,should reward better on good earnings,$tlm,0.326,0.98964524269104
719878510077038592,daily sales slowing again,$gww,-0.105,-0.30942434072494507
6003051,in play tmrw,$leap,0.805,0.9856950640678406
708355634857529344,sector stocks leading today,$expe,0.454,0.999073326587677
719614762112266240,bidding war picks up for the company,$yhoo,0.391,0.9999032616615295
11708632,"is now beaten down, hated",$aapl,-0.303,-0.49558526277542114
19639364,china winners,$sfun,0.452,0.995722234249115
719905644648632320,announces record #esports viewership,$hdsi,0.208,0.9997413754463196
6122618,shares up ~7% after hours,$adbe,0.552,0.9989690184593201
13132243,seriously nothing says strong growth like,$xlu,0.312,0.9991086721420288
32725729,call credit spread,$hlf,0.311,0.9996384978294373
28622523,they are hitting everything in sight.,$fb,-0.504,-0.3691142201423645
19344478,bought 3500 shares today!,$rsol,0.738,0.9996394515037537
29352447,lnkd is great but doesnt the potential side with fb,$lnkd,0.283,0.9957445859909058
5437050,short somewhere in the high,$jva,-0.526,-0.44096648693084717
719640989422387200,#iphone is really annoying.,$aapl,-0.398,-0.17167769372463226
719534328061911040,bought more - bought $fb at,$fb,0.506,0.9976131916046143
22981215,only a 50% gain from these levels,$plug,-0.22,-0.6962802410125732
5806487,companies shld be worried about icloud,$goog,-0.329,-0.7604907155036926
8596960,indicators turning up,$lulu,0.351,0.9973581433296204
29932186,us adds 321k jobs in november,$spy,0.183,0.9999783635139465
711252950337753088,massive logistics capex result in missed earnings,$amzn,-0.324,-0.521289050579071
23053491,great company,$aapl,0.408,0.976184606552124
710492540529745920,long $aapl,$aapl,0.648,0.9422119855880737
11143190,on the move up again,$vxx,0.483,0.6527321934700012
34226026,ooks like nice risk/reward for starting to initiate a position,$dara,0.309,0.9999969601631165
11302969,favorite stocks,$ua,0.401,0.99638432264328
719498704994971648,start strong finish weak,$fb,-0.086,-0.686977207660675
709499794910109696,buy $wfm,$wfm,0.474,0.989715576171875
32648097,elon musk’s comparision of $tsla with $aapl doesn’t go well,$tsla,-0.277,-0.025558652356266975
35618881,run run $amzn up 4.4% now,$amzn,0.482,0.992475152015686
710127113127530496,covered call,$tsla,0.329,0.999990701675415
7595388,earnings were good,$bac,0.336,0.9338665008544922
711750334209593344,tremendous opportunity awaits,$mar,0.384,0.9982348084449768
719520125582503936,downgrade,$gg,-0.463,-0.7160800099372864
719524511708770304,$fb and $ibb still weak,$fb,-0.373,-0.8059225082397461
7211448,dividend hike green light,$pnc,0.316,0.9999902248382568
9894993,guess everyone wants 620,$aapl,0.239,0.9980648756027222
6783339,good to load up be confident,$ais,0.281,0.9992743730545044
719605317365936128,long,$save,0.388,0.9985287189483643
719950370294792192,aggressive buy,$qcom,0.306,0.9954882860183716
719614954500857856,highest call to put ratio,$lxk,0.348,0.9999328851699829
19375545,short,$hsbc,-0.339,-0.6229167580604553
719945914270556160,"as for $twtr, no words.",$twtr,-0.188,-0.43467170000076294
35909043,stream too bullish,$aapl,0.492,0.9983728528022766
17577910,nice in an out couple mini trades,$rgr,0.121,0.9999042749404907
708447754347884545,short 61.8% retracement,$qcom,-0.371,-0.6886147856712341
719571599154917376,$tsla recall,$tsla,-0.381,-0.7040284872055054
10602596,breakouts,$flo,0.627,0.963365375995636
10716152,looking for a oversold bounce,$kitd,0.436,0.9978196024894714
7618801,topping tail,$renn,-0.64,-0.48969659209251404
36060890,naturalgas settles at 3-year low,$dbo,-0.563,-0.8051335215568542
8866500,its a decent co should get bought,$ocz,0.214,0.9988468289375305
14200409,doesn't make any real money,$bac,-0.163,-0.42147383093833923
719535349379284992,long,$amzn,0.23,0.9985287189483643
13654154,no trade for now,$aapl,0.123,0.9027325510978699
13321680,support 212.93 no support to 209.45,$nflx,0.166,0.9971323609352112
719707515148050432,$aapl a new long if 110.61 is broke,$qqq,0.172,0.999332845211029
709458686435942401,analysts impressed with progress,$tsla,0.474,0.9915493130683899
710569120388014081,#offshoring #jobs & #production,$csco,0.228,0.995724618434906
5441240,stocks insiders are bullish on,$noc,0.433,0.9946763515472412
37450150,time to stomp on some dreams.,$spy,-0.258,-0.7660194039344788
719720776027353088,biggest gainers today large caps,$bbd,0.432,0.9999241232872009
6168800,great short setting up,$spy,-0.406,-0.46279916167259216
6394272,holding up well today,$isrg,0.318,0.9995887279510498
5441240,stocks insiders are bullish on,$etn,0.433,0.9946763515472412
719570828912754688,$tsla dump!,$tsla,-0.866,-0.6470787525177002
719614954500857856,highest call to put ratio,$yge,0.348,0.9999328851699829
21680670,don't short this stock,$isr,0.402,-0.5510463118553162
5662488,there is massive short squeeze opportunity here,$mf,-0.104,-0.6795258522033691
15417849,with ex-dividend coming it will fall more,$brcm,-0.411,-0.5414029955863953
710145820939706370,impressive numbers,$orcl,0.443,0.9792070984840393
33087415,micron shares pounded on fears of loss of business from apple,$aapl,0.071,0.3214534819126129
719652260322476032,today's losers,$nov,-0.317,-0.6845529079437256
6013721,covered all my $sina shorts,$sina,0.047,0.9965776801109314
5879912,$grpn might be selling off ahead of $p earnings,$grpn,-0.411,-0.5738025903701782
25330712,i am excited about all these plays,$ecom,0.322,0.9862217903137207
719528190532694016,i sold $tsla,$tsla,-0.348,-0.800068199634552
719947639408603136,i've been picking up railroad stocks for the retirement acct,$csx,0.441,0.9999914169311523
12248515,longs,$hal,0.511,0.9977840185165405
5908750,2 retailers whose stocks i own,$aapl,0.227,0.9994516372680664
719520125582503936,downgrade,$afop,-0.463,-0.7160800099372864
719507659741872128,$tol,$tol,0.353,0.979492723941803
10047371,75k just went through on the ask,$kerx,-0.167,-0.5578087568283081
719699054645612544,bottom losses,$dal,-0.575,-0.6587575674057007
7973423,short didnt work out,$grpn,0.378,0.7378031611442566
719523482736988160,best outperformers ranked,$holx,0.492,0.9999368190765381
719809923098521600,$tsla is the only 'auto' stock showing a gain year-to-date,$carz,-0.347,-0.2764017879962921
5970567,breakout very likely,$goog,0.518,0.9860811233520508
35488607,my buddy bet the bank,$nflx,0.432,0.9977560043334961
11781180,all going down,$djia,-0.559,-0.02611275017261505
719520013573623808,considering bid,$yhoo,0.21,0.9982892870903015
710902775975165953,almost an outside day down,$msft,-0.274,0.08004221320152283
34637295,5 toxic stocks raising red flags to sell,$su,-0.826,-0.6912965774536133
12417343,high risk but could be a sweet st runner once the jigginess exits,$bbry,0.322,0.9999679327011108
10776079,is waking up,$clwr,0.192,0.9868399500846863
29978808,not time to buy,$xel,-0.382,0.3569660782814026
11195606,trying to lead higher here,$iwm,0.256,0.9986884593963623
710532693939916800,indices are rallying today,$fb,-0.182,-0.3462926149368286
719500716151181312,so many traders short,$tsla,-0.331,-0.5744171738624573
9742736,multi-year stock breakouts,$xom,0.612,0.9972724318504333
7853493,fast 56pc dive,$mitk,-0.26,-0.7068182229995728
719494840711569408,resistance breached last week,$yhoo,0.112,0.9910728335380554
10647567,fast money says short ahead of black friday,$amzn,-0.448,-0.01991897262632847
719571627793453056,got to short that even at work you jump in money trade,$tsla,-0.378,0.07598081976175308
719574528637202432,"#tesla: great company, bad #stock $tsla",$lit,-0.086,-0.3102959990501404
709664093246873602,,$tsla,0.251,0.6807000637054443
719574679002882048,recall model x,$tsla,-0.19,-0.5628007650375366
719542623279702016,barclays signs on to apple pay,$pypl,-0.113,0.7034823298454285
29012822,could offer support revisit to jump on long bus?,$gdx,0.19,0.999993622303009
719693052797980672,very tight on the avail stock for shorting,$tsla,-0.554,-0.7171992659568787
719767870650064896,announces sale of partial stake,$tsco,0.262,0.9993736743927002
719646699178725376,down 20% in after-hour market,$jd,-0.551,-0.19942055642604828
719720776027353088,biggest gainers today large caps,$fcx,0.376,0.9999241232872009
5964148,big drop in hedge fund exposure to market,$spy,-0.402,-0.2684958875179291
10752226,short some,$aapl,-0.464,-0.6229167580604553
719627436447535104,ended the day down,$srcl,0.072,0.3644620180130005
