,company,id,sentiment,title,Predicted Sentiment Score
543,AstraZeneca,545,-0.568,Closely watched AstraZeneca cancer drug fails in mesothelioma,-0.3885089159011841
544,Glencore,546,-0.718,Glencore slumps 25 pct as debt fears grow,-0.30059173703193665
545,Petrobras,547,-0.247,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,-0.5759674310684204
546,SABMiller,548,0.197,AB InBev offers SABMiller $3 billion breakup fee,0.9999629259109497
547,Barclays,549,-0.24,Barclays Executive Harrison Denies Knowledge of Libor Fixing,-0.5205637812614441
548,Standard Life,550,-0.282,Standard Life hit by 'unprecedented' number of calls on pension freedoms,-0.3827965259552002
549,AB InBev,551,0.232,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.9998458623886108
550,AB InBev,552,0.119,CompaniesAB InBev signals it won't go hostile for SABMiller,0.9999119639396667
551,Meggitt,553,0.282,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,0.9998946785926819
552,London Stock Exchange Group,554,0.01,LSE Group names former SEC head Schapiro non-executive director,0.9999155402183533
553,IAG,555,0.246,IAG closes in on Aer Lingus with increased offer,0.9999295473098755
554,Gazprom,556,-0.353,US sanctions put Gazprom-Shell alliance plans in jeopardy,-0.46928104758262634
555,Movantik,557,0.369,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0.9998893737792969
556,AstraZeneca,558,-0.12,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,-0.34672480821609497
557,Barclays,559,0.267,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.9999680519104004
558,BP,560,-0.83,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,-0.5833218097686768
559,Omnis Pharmaceuticals,561,0.295,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.9999461770057678
560,London Stock Exchange Group,562,-0.2,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0.6028944253921509
561,Morrisons,563,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.9997435808181763
562,Compass Group,564,0.634,Compass Group says positive for year ahead,0.9998592138290405
563,Pearson,565,0.238,Pearson expects to return to growth this year,0.9999001026153564
564,Rolls-Royce,566,0.777,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.9999579787254333
565,Unilever,567,0.073,Unilever head's resignation sparks spinoff talk,0.9997504949569702
566,AstraZeneca,568,0.447,AstraZeneca wins US approval for longer use of blood thinner,0.999923825263977
567,BAE Systems,569,-0.631,BAE Systems cuts earnings target for 2015 and 370 jobs,-0.2680014371871948
568,Debenhams,570,0.573,Morrisons and Debenhams surprise City with Christmas bounce back,0.999927282333374
569,Whitbread,571,-0.122,Whitbread to hike prices to offset 'substantial' national living wage bill,-0.22721178829669952
570,Julius Baer,572,0.31,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",0.999923050403595
571,Hastings Group,573,0.302,CompaniesCar insurer Hastings Group driving Ã‚Â£180m IPO,0.9998303651809692
572,GlaxoSmithKline,574,0.0,GlaxoSmithKline starts hunt for successor to CEO Witty,0.9999018907546997
573,National Grid,575,0.727,National Grid's pretax profit rises 15 percent,0.9993646144866943
574,Dixons Carphone,576,0.329,"Britain's FTSE steadies, supported by Dixons Carphone",0.9999750256538391
575,CRH,577,0.163,CRH's concrete bid for Holcim Lafarge assets,0.9997512698173523
576,Morrisons,578,-0.169,UK's Morrisons in talks to sell convenience stores - source,-0.32814475893974304
577,HSBC,579,0.058,"HSBC keeps headquarters in London, rejects move to Hong Kong",0.9999330043792725
578,Standard Life,580,-0.099,Shell share price: Standard Life announce position against BG acquisition,-0.36897632479667664
579,SABMiller,581,0.392,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",0.99991774559021
580,Barclays,582,-0.15,Secretive Barclays deal involved Qatari clients,-0.44931560754776
581,British American Tobacco plc,583,-0.346,British American Tobacco first-half sales hurt by currency moves,-0.23286312818527222
582,BHP Billiton,584,-0.736,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",-0.41077476739883423
583,Tullow Oil,585,-0.48,Tullow Oil eyes lower earnings as output falls,-0.3026423156261444
584,Shell,586,-0.508,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-0.27018746733665466
585,BG Group,587,0.252,BG Group ships first LNG From Queensland Curtis,0.9999057650566101
586,Aberdeen Asset Management,588,-0.345,Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value,-0.24802157282829285
587,Goldman Sachs,589,-0.311,"MarketsUBS, Goldman Sachs cut metals forecasts",-0.0933634415268898
588,Kingfisher,590,-0.313,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.6398367881774902
589,Lloyds Banking Group PLC,591,-0.24,CompaniesUK government lines up Ã‚Â£2bn Lloyds retail share sale,-0.286406546831131
590,ZS Pharma,592,0.468,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",0.9999603033065796
591,Auto Trader,593,0.641,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0.9997460246086121
592,Standard Chartered PLC,594,-0.243,Standard Chartered Will Close Equity Sales and Research Business,-0.1838902086019516
593,National Grid,595,0.136,CompaniesNational Grid lines up sale of gas business,0.9997488856315613
594,BHP Billiton,596,0.462,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,0.9996206760406494
595,M&G Investments,597,-0.778,Prudential knocked after investors withdraw Ã‚Â£3.9bn from M&G,-0.4649442136287689
596,Shell,598,-0.264,US walrus protections hit Shell's Arctic drilling plan,-0.6252431273460388
597,Severn Trent,599,0.119,Severn Trent Profit Offsets Interest Rate Swap Losses,0.9999603033065796
598,Tullow Oil,600,-0.274,CompaniesTullow says gas exports at key field disrupted,-0.46136951446533203
599,AstraZeneca,601,0.259,"AstraZeneca bags another cancer drug deal, this time with Inovio",0.9998587369918823
600,Asda,602,-0.356,"Tesco, Asda sales fall as march of the discounters continues-Kantar",-0.559196949005127
601,Standard Life,603,0.026,"We'd support HSBC leaving London, says Standard Life",0.9999492764472961
602,Severn Trent,604,0.472,Severn Trent profit up as customer complaints fall,0.9999120831489563
603,SABMiller,605,-0.582,US dollar wipes out sales gains for SABMiller,-0.2504720389842987
604,AstraZeneca,606,0.205,"AstraZeneca digs into precision medicine with lung, heart deals",0.9998855590820312
605,Lloyds Banking Group,607,0.287,Lloyds Banking Group to cut 640 jobs and close 23 branches,0.9983490705490112
606,London Stock Exchange Group,608,0.726,London Stock Exchange Group's quarterly revenue rises 12 percent,0.9991874694824219
607,Barclays,609,-0.713,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,0.6179524660110474
608,Dixons Carphone,610,0.569,Dixons Carphone Profit Beats Forecast in First Year Since Merger,0.9999586343765259
609,HSBC,611,0.037,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel,0.9998835325241089
610,Associated British Foods,612,-0.466,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",-0.5052809715270996
611,Schroders,613,-0.555,Former Schroders trader sentenced to 2 years in prison,-0.3903997540473938
612,Novartis,614,0.264,GSK and Novartis complete deals to reshape both drugmakers,0.9999421834945679
613,Barclays,615,0.0,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,0.9995946288108826
614,BHP Billiton,616,-0.285,BHP Billiton share price: Brazil to sue Samarco for Ã‚Â£3.5bn,-0.42487674951553345
615,Associated British Foods,617,0.119,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.9998362064361572
616,Barclays,618,-0.771,Barclays hit with record fine as six banks settle forex scandal,-0.6833571791648865
617,Barclays,619,-0.604,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,-0.34341171383857727
618,Cuadrilla,2,-0.416,Cuadrilla files to delay application to frack in Lancashire,-0.4413833022117615
619,GlaxoSmithKline,621,0.578,GlaxoSmithKline hails progress with lung disease treatment,0.9997271299362183
620,Morrisons,622,0.177,Morrisons escapes FTSE relegation,0.9987555742263794
621,ITV,623,0.197,ITV Acquires 'Poldark' Production Company Mammoth Screen,0.9999663233757019
622,Jefferies,624,0.1,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,0.9999118447303772
623,Tesco,625,-0.552,Tesco Sales Deteriorate Ahead of Crucial Christmas Period,-0.30698421597480774
624,Barclays,626,-0.896,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",-0.4436648488044739
625,TalkTalk,627,0.136,Tesco sells Blinkbox and broadband service to TalkTalk,0.99992436170578
626,Hammerson,628,0.381,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.9999139308929443
627,Wells Fargo,629,0.432,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.9998200535774231
628,Travis Perkins,630,0.769,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,0.999936580657959
629,GSK,631,0.402,GSK reveals strong trial results for shingles drug,0.9999359250068665
630,T-Mobile,632,-0.698,Experian says receives class actions related to T-Mobile breach,-0.3691127598285675
631,Shell,633,-0.386,Shell shells out over Nigeria oil spill,-0.5162224173545837
632,Tesco,634,-0.311,Tesco to pay $12 million to settle US lawsuit,-0.35082948207855225
633,HSBC,635,0.513,"FTSE 100 moves lower, but HSBC outperforms",0.9992928504943848
634,Meggitt,636,-0.854,Meggitt share price tumbles as profit falls in 'challenging year',-0.2819143533706665
635,BG Group,637,0.267,BG Group Still Happy With Shell's $70 Billion Offer,0.9998106360435486
636,SABMiller,638,-0.158,AB InBev attacks SABMiller bid rebuffal,-0.21185746788978577
637,Aberdeen Asset Management,639,0.337,Aberdeen to raise 100 mln stg to seed new funds,0.9995319843292236
638,Tesco PLC,640,-0.41,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,-0.3803127408027649
639,Kraft Heinz,641,0.413,The Latest: Buffett says cuts will pay off at Kraft Heinz,0.9971272349357605
640,Glencore,642,0.408,Glencore Studies Possible IPO for Agricultural Trading Business,0.9998858571052551
641,OCBC,643,0.257,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.9999680519104004
642,Royal Dutch Shell,644,-0.426,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,-0.2549937963485718
643,Barclays,645,0.0,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",0.9998940229415894
644,Aviva plc,646,0.107,Insight hires Aviva's David Hillier for multi-asset team,0.9999067187309265
645,Morrisons,647,-0.35,Struggling Morrisons pays out Ã‚Â£3m to sacked boss Dalton Philips Ã¢â‚¬â€œ with more to ...,-0.30473682284355164
646,Royal Mail,648,-0.607,Government to sell off remaining 14% stake in Royal Mail,-0.37974342703819275
647,United Utilities,649,-0.417,United Utilities' full-year underlying operating profit falls 9 percent,-0.16586150228977203
648,Tesco PLC,650,-0.326,Tesco to close remaining Homeplus stores in UK,-0.3783267140388489
649,Gen Re,651,-0.072,CEO of Berkshire's Gen Re to retire; Jain's role grows,-0.4601536691188812
650,NPS,652,0.193,Morning Agenda: Shire's Deal for NPS,0.9998602867126465
651,WPP,653,0.251,WPP boosts sales despite cautious clients,0.9994281530380249
652,Glencore,654,0.62,"Britain's FTSE rises, led up by Glencore surge",0.9998747706413269
653,SABMiller,655,0.295,Brewer AB InBev seeks $275 bln tie-up with SABMiller,0.9999526143074036
654,ITV,656,0.08,Tesco shareholders back ITV head for chairman,0.9986606240272522
655,Kingfisher,657,-0.261,Kingfisher takeover of Mr Bricolage could hit a brick wall,-0.6041881442070007
656,Old Mutual,658,0.689,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,0.9999129176139832
657,Prudential,659,0.43,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",0.9997718930244446
658,BG Group,660,0.3,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.9999094605445862
659,RSA Insurance,661,0.021,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.9998940825462341
660,GlaxoSmithKline,662,-0.224,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",-0.21858161687850952
661,London Stock Exchange Group,663,0.328,ICE Said to Start Lining Up Financing for LSE Bidding War,0.9999373555183411
662,Standard Chartered PLC,664,0.465,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.9998718500137329
663,Lloyds Banking Group PLC,665,0.177,Lloyds sells Irish loan portfolio for Ã‚Â£827m,0.9998448491096497
664,Lufthansa,666,-0.227,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.5444411635398865
665,SABMiller,667,0.236,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.9998458623886108
666,BHP Billiton,668,-0.43,BHP's iron ore outlook holds little cheer for small miners,-0.37622785568237305
667,Shire,669,-0.186,Shire share price under pressure after $32bn Baxalta deal,-0.15840262174606323
668,Pearson,670,0.119,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,0.9995801448822021
669,OneMain,671,0.283,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.9998389482498169
670,BP,672,-0.514,"Five years after BP oil spill, some Gulf oystermen are losing hope",-0.4735780358314514
671,Walmart,673,0.03,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,0.9999287724494934
672,GlaxoSmithKline,674,0.35,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",0.9998527765274048
673,Standard Chartered PLC,675,0.008,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,0.999896228313446
674,Novartis,676,0.189,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.9999380707740784
675,Tesco PLC,677,-0.23,Tesco's Sales Pickup Isn't Enough,-0.5848451256752014
676,Royal Bank of Scotland Group plc,678,-0.333,RBS chairman admits surprise at size of regulatory penalties,-0.36492711305618286
677,Persimmon,679,0.689,Persimmon sells 17% more houses in 2014,0.9998282194137573
678,Holcim Lafarge,680,0.282,CRH's concrete bid for Holcim Lafarge assets,0.9997512698173523
679,ITV,681,0.537,ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action,0.9999047517776489
680,RBS,682,-0.433,McEwan will be nursing RBS through more struggles yet,-0.48031148314476013
681,ARM Holdings plc,683,0.497,Arm profits and sales up as shift away from mobile gains pace,0.9999380707740784
682,Teva,684,0.58,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.999906063079834
683,Land Securities,685,-0.138,Land Securities warns of rent rises,-0.4584972560405731
684,Glencore,686,0.363,Glencore shares hit 3-month high after refinancing key credit line,0.999927818775177
685,Royal Bank of Scotland Group plc,687,-0.808,RBS becomes a shadow of its former self,-0.2796703577041626
686,Sainsbury's,688,0.357,Sir Ken Morrison has taken a Ã‚Â£6m stake in rival Sainsbury's,0.99985671043396
687,Barclays,689,0.261,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,0.9999533891677856
688,Pearson,690,0.446,UPDATE 1-Pearson expects to grow this year after solid end to 2014,0.9999277591705322
689,AstraZeneca,691,0.583,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,0.9999599456787109
690,Friends Life,692,0.443,Market Report: Aviva tops the market as traders approve of its choice of Friends,0.9998725056648254
691,Admiral Group plc,693,0.701,Admiral and Schroders lift FTSE with profits surge,0.9999645352363586
692,Tesco PLC,694,0.295,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,0.9999099373817444
693,CRH,695,0.432,UK's FTSE hits new record highs as CRH climbs,0.9655190706253052
694,GlaxoSmithKline,696,0.292,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.9999380707740784
695,Shell,697,-0.134,Shell share price: Standard Life announce position against BG acquisition,-0.36897632479667664
696,Bank BPH,698,0.213,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.9998011589050293
697,Tullow Oil,699,0.544,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.9996665120124817
698,Barclays,700,-0.625,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,-0.07566776126623154
699,BP,701,0.18,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.9999167919158936
700,Sainsbury's,702,-0.158,Can Christmas Save Sainsbury's plc And Tesco plc?,0.9382435083389282
701,HSBC,703,-0.434,HSBC Says Unit to Book $585 Million Charge on Settlement,0.9997206330299377
702,Dixons Carphone,704,0.522,FTSE boosted by Dixons Carphone with Fed in focus,0.9999653100967407
703,Standard Life,705,0.552,Standard Life impresses as fee-based products offset annuities slump,0.5715453028678894
704,Home Retail Group,706,0.135,CompaniesHome Retail trims gains but is considered 'in play',0.9927328824996948
705,Intertek Group,707,0.046,Intertek Group announces strategic update outlining its plan,0.5666969418525696
706,Valeant Pharmaceuticals International,708,-0.381,Valeant CEO Pledges to Heed Critics After `Painful' Experience,0.999276340007782
707,Hammerson,709,0.275,Industry NewsHammerson joint venture buys Dublin loan portfolio,0.999808669090271
708,Sanofi,710,0.233,AstraZeneca sells Caprelsa rights to Sanofi unit,0.9999654293060303
709,BP,711,-0.32,Greenpeace Protest of BP Forces British Museum to Close,0.47817206382751465
710,L&G,712,0.232,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",0.9541755318641663
711,SABMiller,713,0.429,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,0.9967624545097351
712,Standard Chartered PLC,714,-0.147,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",0.9997097849845886
713,Royal Mail,3,-0.374,Royal Mail chairman Donald Brydon set to step down,0.31092914938926697
714,AstraZeneca,716,0.242,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.9997410178184509
715,Prudential,717,-0.293,Prudential shares halted in Hong Kong pending announcement,0.9448286294937134
716,AB InBev,718,0.364,"CompaniesPound to boost ABF for now, but mixed impact ahead",0.9999383687973022
717,Statoil,719,0.294,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.9999194741249084
718,Acerta,720,0.776,AstraZeneca chases Acerta to secure next cancer drug winner,0.999947190284729
719,AstraZeneca,721,0.143,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",-0.14389388263225555
720,Barclays,722,0.395,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,0.9999298453330994
721,BBCN Bancorp,723,0.493,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,0.9985421299934387
722,BP,724,-0.639,Payout from BP oil spill settlement tops $5 billion,0.7384833097457886
723,Towergate,725,0.002,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.9998940825462341
724,Apple,726,0.46,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.999702513217926
725,Glencore,727,0.814,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,0.9833832383155823
726,BHP Billiton,728,-0.604,BHP Billiton drags FTSE lower after slashing dividend,0.3090279996395111
727,Glencore,729,0.037,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,0.956872284412384
728,Unilever,730,0.287,Unilever returns to Cuba in joint venture with state,0.9919392466545105
729,Glencore,731,0.152,Deals Help Shrink Glencore's Mountain of Debt,0.47907042503356934
730,Sainsbury's,732,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.9997435808181763
731,Lloyds,733,-0.537,British taxpayers' stake in Lloyds falls below 22 percent,-0.34748151898384094
732,Primark,734,-0.338,Fears Primark growth is starting to falter,0.8858171701431274
733,CRH,735,0.674,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.9996665120124817
734,Facebook,736,0.25,Royal Bank of Scotland becomes Facebook customer,-0.1277776062488556
735,Aberdeen Asset Management,737,0.022,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,0.9989422559738159
736,Aviva plc,738,0.324,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",0.9999507069587708
737,Morrisons,739,0.619,Morrisons and Debenhams surprise City with Christmas bounce back,0.999927282333374
738,Tesco PLC,740,0.402,"FTSE ends lower on weaker miners, Tesco outperforms",0.15885698795318604
739,JP Morgan Chase,741,-0.191,CompaniesCoutts raids JPMorgan Chase for new CEO,0.9871151447296143
740,SABMiller,742,0.577,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,0.9999324679374695
741,Tesco PLC,743,-0.542,Tesco share price down as grocer faces SFO investigation outcome,0.2008116990327835
742,Sainsbury's,744,0.334,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.9998718500137329
743,Domino's Pizza Group plc,745,0.063,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.9999005794525146
744,Acerta,746,0.317,AstraZeneca share price: Acerta deal pays off with orphan drug status,0.9998754858970642
745,Britvic,747,0.373,Cost savings help Robinsons maker Britvic to first-half profit,0.9843066334724426
746,Tesco PLC,748,0.583,CompaniesTesco sends supermarket shares to top of FTSE,0.9653000831604004
747,Diageo,749,0.137,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",0.00036473566433414817
748,Shell,750,-0.4,Protesters gather in Seattle to block access to Shell oil rig,-0.20149019360542297
749,Aer Lingus,751,0.346,Passengers rise at EasyJet and Aer Lingus,0.9999619126319885
750,Intertek Group,752,0.66,Intertek profit up 16.1%; expects to meet forecast,0.9962700605392456
751,Chevron,753,-0.401,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0.9994505643844604
752,Tesco PLC,754,0.183,Tesco's boss knows which side his bread is buttered,-0.12397068738937378
753,Barclays,755,-0.34,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,0.9981419444084167
754,GSK,756,0.093,GSK hopes big clinical trial can breath new life into lung drug,0.9937701225280762
755,TUI AG,757,0.0,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,0.9997976422309875
756,Standard Chartered PLC,758,-0.301,Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,0.9996318221092224
757,Travis Perkins,759,-0.088,Industry NewsStrong results at Travis Perkins marred by plumbing impairment,0.999951958656311
758,Rio Tinto,760,0.3,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,0.6303002834320068
759,AstraZeneca,761,0.551,AstraZeneca to Buy ZS Pharma for $2.7 Billion,0.9999741315841675
760,Aviva plc,762,0.107,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",0.8157796859741211
761,Royal Bank of Scotland Group plc,763,-0.285,Reluctant shareholder George Osborne loses patience with RBS,-0.2879953682422638
762,Cuadrilla,764,-0.114,Cuadrilla and protesters await Lancashire fracking decision,0.6553640365600586
763,SABMiller,765,-0.428,Currency causes full-year headaches for SABMiller,0.4017477035522461
764,EasyJet,766,0.456,Beach holiday demand helps lift clouds for easyJet,0.9951989650726318
765,ARM Holdings plc,767,0.273,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,0.9999274015426636
766,Deutsche Boerse,768,-0.281,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0.6028944253921509
767,Standard Chartered,769,-0.499,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",0.49846819043159485
768,BT Group,770,0.564,BT Group's third quarter revenues rise as restructure unveiled,0.9552323222160339
769,SSE,771,0.253,SSE share price: Peterhead station to supply voltage support to National Grid,0.9913114905357361
770,Standard Chartered PLC,772,0.025,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.9999233484268188
771,Berkshire Hathaway Inc.,773,0.314,Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.9999080300331116
772,AstraZeneca,774,-0.656,AstraZeneca's patent on asthma drug invalidated by US court,0.9980278611183167
773,Lloyds Banking Group PLC,775,-0.468,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,0.5133196115493774
774,Royal Bank of Scotland Group plc,776,0.114,Goodwin not to face Scottish prosecution over RBS,-0.17695161700248718
775,Barclays,777,-0.434,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,0.9970695376396179
776,Royal Bank of Scotland Group plc,778,0.066,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,0.9932041168212891
777,Glencore,779,0.124,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",0.9980491995811462
778,Morrisons,780,-0.158,Morrisons share price: Group trading director departs as management cull ...,0.9964216947555542
779,Lloyds Banking Group PLC,781,-0.154,Lloyds returns Ã‚Â£13bn to UK taxpayer,0.6184998750686646
780,Weir Group,782,-0.59,Weir leads FTSE lower after oil price profits warning,-0.32988739013671875
781,Lloyds Banking Group PLC,783,0.253,Retail focus helps to shield Lloyds from banking chill,0.999380350112915
782,Royal Bank of Scotland Group plc,784,0.149,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,0.999660313129425
783,Sports Direct,785,0.459,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.999954879283905
784,Rio Tinto,786,0.262,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,0.49710705876350403
785,EasyJet,787,0.21,EasyJet attracts more passengers in June but still lags Ryanair,0.9998769164085388
786,FastJet,788,0.155,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",-0.5871508121490479
787,Barclays,789,-0.811,Barclays fined for anti-money-laundering failings,-0.10184014588594437
788,Shire,790,0.402,CORRECTED-Shire to buy Dyax for about $5.9 bln,0.9953925609588623
789,Statoil,791,-0.242,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",0.9601209759712219
790,ITV,792,-0.427,ITV shares dip after update,0.4079408049583435
791,Statoil,793,0.239,"Centrica extends gas deals with Gazprom, Statoil",0.7031899094581604
792,Glencore,794,0.434,Glencore shares enjoy bounce-back after Hong Kong-led surge,0.9998966455459595
793,BP,795,-0.261,Ruling sets lower limit on potential fine for BP,0.0375131219625473
794,Sports Direct,796,-0.596,Sports Direct Shares Tumble as Founder Ashley Sells Shares,0.8009933829307556
795,ExxonMobil,797,-0.196,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.9999094605445862
796,United Spirits,798,-0.272,Diageo receives reports from United Spirits on financial irregularities involving ...,-0.1587797850370407
797,Experian,799,-0.39,Credit checker Experian reports fall in full-year profit,0.6369304656982422
798,Old Mutual,800,0.022,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.9999233484268188
799,Barclays,801,-0.724,Barclays reports 8% fall in annual profits,0.6123716831207275
800,Teva,802,0.476,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.9997410178184509
801,Rival National Grid plc,803,0.408,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.9998709559440613
802,Chipotle,804,-0.789,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,0.07678156346082687
803,Shell,805,0.193,Shell offers 50 percent premium to buy BG for $70 billion,0.9999569654464722
804,Morrisons,806,0.137,Morrisons share price: Founder's son to assist CEO with turnaround,0.9972070455551147
805,GSK,807,0.418,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,0.9999452829360962
806,Sainsbury's,808,0.234,Sainsbury sells unit to LloydsPharmacy,0.996799886226654
807,Barclays,809,-0.329,Former Barclays traders stand trial in Libor case,0.32269182801246643
808,Tesco PLC,810,0.719,Tesco share price jumps as Q3 sales top estimates,0.9032859802246094
809,SABMiller,811,0.308,"South Africa approves SABMiller, Coke bottling deal with conditions",0.9963963627815247
810,Shire,812,0.345,CompaniesActelion shares hit record on Shire takeover talk,0.6477372050285339
811,Aggreko,813,-0.381,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,0.879112720489502
812,HSBC,814,-0.536,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",0.16438740491867065
