id,company,title,sentiment,Predicted Sentiment Score
572,Julius Baer,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",0.31,0.9897700548171997
573,Hastings Group,CompaniesCar insurer Hastings Group driving Â£180m IPO,0.302,0.44117918610572815
574,GlaxoSmithKline,GlaxoSmithKline starts hunt for successor to CEO Witty,0.0,0.5078577995300293
575,National Grid,National Grid's pretax profit rises 15 percent,0.727,0.883449912071228
576,Dixons Carphone,"Britain's FTSE steadies, supported by Dixons Carphone",0.329,0.5079129934310913
577,CRH,CRH's concrete bid for Holcim Lafarge assets,0.163,0.4610034227371216
578,Morrisons,UK's Morrisons in talks to sell convenience stores - source,-0.169,0.27895525097846985
579,HSBC,"HSBC keeps headquarters in London, rejects move to Hong Kong",0.058,0.7965059280395508
580,Standard Life,Shell share price: Standard Life announce position against BG acquisition,-0.099,0.12858764827251434
581,SABMiller,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",0.392,0.9983681440353394
582,Barclays,Secretive Barclays deal involved Qatari clients,-0.15,0.566213846206665
583,British American Tobacco plc,British American Tobacco first-half sales hurt by currency moves,-0.346,-0.35660743713378906
584,BHP Billiton,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",-0.736,-0.08892308175563812
585,Tullow Oil,Tullow Oil eyes lower earnings as output falls,-0.48,0.06295940279960632
586,Shell,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",-0.508,0.4923670291900635
587,BG Group,BG Group ships first LNG From Queensland Curtis,0.252,0.6894278526306152
588,Aberdeen Asset Management,Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value,-0.345,0.31389281153678894
589,Goldman Sachs,"MarketsUBS, Goldman Sachs cut metals forecasts",-0.311,0.49953752756118774
590,Kingfisher,CompaniesKingfisher bid for Mr Bricolage runs into trouble,-0.313,0.2153850495815277
591,Lloyds Banking Group PLC,CompaniesUK government lines up Â£2bn Lloyds retail share sale,-0.24,-0.0850820317864418
592,ZS Pharma,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",0.468,0.9217160940170288
593,Auto Trader,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0.641,0.6540607810020447
594,Standard Chartered PLC,Standard Chartered Will Close Equity Sales and Research Business,-0.243,0.46309903264045715
595,National Grid,CompaniesNational Grid lines up sale of gas business,0.136,0.7176433801651001
596,BHP Billiton,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,0.462,0.9971004128456116
597,M&G Investments,Prudential knocked after investors withdraw Â£3.9bn from M&G,-0.778,0.48190444707870483
598,Shell,US walrus protections hit Shell's Arctic drilling plan,-0.264,-0.3854619264602661
599,Severn Trent,Severn Trent Profit Offsets Interest Rate Swap Losses,0.119,0.48009344935417175
600,Tullow Oil,CompaniesTullow says gas exports at key field disrupted,-0.274,0.4239210784435272
601,AstraZeneca,"AstraZeneca bags another cancer drug deal, this time with Inovio",0.259,0.7527661919593811
602,Asda,"Tesco, Asda sales fall as march of the discounters continues-Kantar",-0.356,-0.02667934261262417
603,Standard Life,"We'd support HSBC leaving London, says Standard Life",0.026,0.9638901948928833
604,Severn Trent,Severn Trent profit up as customer complaints fall,0.472,0.17485177516937256
605,SABMiller,US dollar wipes out sales gains for SABMiller,-0.582,0.42065295577049255
606,AstraZeneca,"AstraZeneca digs into precision medicine with lung, heart deals",0.205,0.8028785586357117
607,Lloyds Banking Group,Lloyds Banking Group to cut 640 jobs and close 23 branches,0.287,0.3754587471485138
608,London Stock Exchange Group,London Stock Exchange Group's quarterly revenue rises 12 percent,0.726,0.9710820913314819
609,Barclays,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.713,0.6661625504493713
610,Dixons Carphone,Dixons Carphone Profit Beats Forecast in First Year Since Merger,0.569,0.9987112879753113
611,HSBC,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel,0.037,0.9423172473907471
612,Associated British Foods,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",-0.466,0.6522471904754639
613,Schroders,Former Schroders trader sentenced to 2 years in prison,-0.555,-0.16835610568523407
614,Novartis,GSK and Novartis complete deals to reshape both drugmakers,0.264,0.5235021710395813
615,Barclays,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,0.0,0.8711091876029968
616,BHP Billiton,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,-0.285,0.26060032844543457
617,Associated British Foods,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",0.119,0.9999830722808838
618,Barclays,Barclays hit with record fine as six banks settle forex scandal,-0.771,-0.3781439960002899
619,Barclays,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,-0.604,-0.11278220266103745
2,Cuadrilla,Cuadrilla files to delay application to frack in Lancashire,-0.416,0.44117918610572815
621,GlaxoSmithKline,GlaxoSmithKline hails progress with lung disease treatment,0.578,0.7186110615730286
622,Morrisons,Morrisons escapes FTSE relegation,0.177,0.5187841653823853
623,ITV,ITV Acquires 'Poldark' Production Company Mammoth Screen,0.197,0.9809731245040894
624,Jefferies,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,0.1,0.44117918610572815
625,Tesco,Tesco Sales Deteriorate Ahead of Crucial Christmas Period,-0.552,0.39199408888816833
626,Barclays,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",-0.896,0.017511993646621704
627,TalkTalk,Tesco sells Blinkbox and broadband service to TalkTalk,0.136,0.7066134214401245
628,Hammerson,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",0.381,0.9618054032325745
629,Wells Fargo,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.432,0.9437844753265381
630,Travis Perkins,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,0.769,0.9716143012046814
631,GSK,GSK reveals strong trial results for shingles drug,0.402,0.9915541410446167
632,T-Mobile,Experian says receives class actions related to T-Mobile breach,-0.698,0.48996201157569885
633,Shell,Shell shells out over Nigeria oil spill,-0.386,-0.06527978926897049
634,Tesco,Tesco to pay $12 million to settle US lawsuit,-0.311,0.2172509729862213
635,HSBC,"FTSE 100 moves lower, but HSBC outperforms",0.513,0.6380684971809387
636,Meggitt,Meggitt share price tumbles as profit falls in 'challenging year',-0.854,0.3024921417236328
637,BG Group,BG Group Still Happy With Shell's $70 Billion Offer,0.267,0.975673496723175
638,SABMiller,AB InBev attacks SABMiller bid rebuffal,-0.158,0.739774763584137
639,Aberdeen Asset Management,Aberdeen to raise 100 mln stg to seed new funds,0.337,0.7013182640075684
640,Tesco PLC,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,-0.41,0.7861603498458862
641,Kraft Heinz,The Latest: Buffett says cuts will pay off at Kraft Heinz,0.413,0.3061361312866211
642,Glencore,Glencore Studies Possible IPO for Agricultural Trading Business,0.408,0.5188782215118408
643,OCBC,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",0.257,0.9999665021896362
644,Royal Dutch Shell,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,-0.426,0.1633320301771164
645,Barclays,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",0.0,0.9934822916984558
646,Aviva plc,Insight hires Aviva's David Hillier for multi-asset team,0.107,0.9201760292053223
647,Morrisons,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...,-0.35,0.3452407717704773
648,Royal Mail,Government to sell off remaining 14% stake in Royal Mail,-0.607,-0.06466051936149597
649,United Utilities,United Utilities' full-year underlying operating profit falls 9 percent,-0.417,0.07172464579343796
650,Tesco PLC,Tesco to close remaining Homeplus stores in UK,-0.326,0.22560317814350128
651,Gen Re,CEO of Berkshire's Gen Re to retire; Jain's role grows,-0.072,0.5078577995300293
652,NPS,Morning Agenda: Shire's Deal for NPS,0.193,0.7817756533622742
653,WPP,WPP boosts sales despite cautious clients,0.251,0.40359440445899963
654,Glencore,"Britain's FTSE rises, led up by Glencore surge",0.62,0.9874754548072815
655,SABMiller,Brewer AB InBev seeks $275 bln tie-up with SABMiller,0.295,0.9862288236618042
656,ITV,Tesco shareholders back ITV head for chairman,0.08,0.8161264061927795
657,Kingfisher,Kingfisher takeover of Mr Bricolage could hit a brick wall,-0.261,0.1417308896780014
658,Old Mutual,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,0.689,0.9802349805831909
659,Prudential,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",0.43,0.9811505079269409
660,BG Group,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.3,0.35752737522125244
661,RSA Insurance,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.021,0.9693350195884705
662,GlaxoSmithKline,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",-0.224,0.5633363723754883
663,London Stock Exchange Group,ICE Said to Start Lining Up Financing for LSE Bidding War,0.328,0.9904668927192688
664,Standard Chartered PLC,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.465,0.951525866985321
665,Lloyds Banking Group PLC,Lloyds sells Irish loan portfolio for Â£827m,0.177,0.7722132802009583
666,Lufthansa,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,-0.227,0.5622113347053528
667,SABMiller,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,0.236,0.9988324046134949
668,BHP Billiton,BHP's iron ore outlook holds little cheer for small miners,-0.43,0.44117918610572815
669,Shire,Shire share price under pressure after $32bn Baxalta deal,-0.186,0.34744834899902344
670,Pearson,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,0.119,0.9988914728164673
671,OneMain,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,0.283,0.5594808459281921
672,BP,"Five years after BP oil spill, some Gulf oystermen are losing hope",-0.514,-0.3182905316352844
673,Walmart,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,0.03,0.6827327013015747
674,GlaxoSmithKline,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",0.35,0.9983083605766296
675,Standard Chartered PLC,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,0.008,0.9783138632774353
676,Novartis,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.189,0.9890989661216736
677,Tesco PLC,Tesco's Sales Pickup Isn't Enough,-0.23,0.29255416989326477
678,Royal Bank of Scotland Group plc,RBS chairman admits surprise at size of regulatory penalties,-0.333,0.6087710857391357
679,Persimmon,Persimmon sells 17% more houses in 2014,0.689,0.9347372055053711
680,Holcim Lafarge,CRH's concrete bid for Holcim Lafarge assets,0.282,0.5041918158531189
681,ITV,ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action,0.537,0.7787877917289734
682,RBS,McEwan will be nursing RBS through more struggles yet,-0.433,0.44117918610572815
683,ARM Holdings plc,Arm profits and sales up as shift away from mobile gains pace,0.497,0.891106903553009
684,Teva,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,0.58,0.9982795715332031
685,Land Securities,Land Securities warns of rent rises,-0.138,0.20015214383602142
686,Glencore,Glencore shares hit 3-month high after refinancing key credit line,0.363,0.6764217615127563
687,Royal Bank of Scotland Group plc,RBS becomes a shadow of its former self,-0.808,0.09975335001945496
688,Sainsbury's,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,0.357,0.8180930614471436
689,Barclays,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,0.261,0.9842616319656372
690,Pearson,UPDATE 1-Pearson expects to grow this year after solid end to 2014,0.446,0.9999314546585083
691,AstraZeneca,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,0.583,0.9866545796394348
692,Friends Life,Market Report: Aviva tops the market as traders approve of its choice of Friends,0.443,0.9933028817176819
693,Admiral Group plc,Admiral and Schroders lift FTSE with profits surge,0.701,0.9988203644752502
694,Tesco PLC,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,0.295,0.9843590259552002
695,CRH,UK's FTSE hits new record highs as CRH climbs,0.432,0.5836943984031677
696,GlaxoSmithKline,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,0.292,0.9890989661216736
697,Shell,Shell share price: Standard Life announce position against BG acquisition,-0.134,0.402972012758255
698,Bank BPH,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.213,0.9572651386260986
699,Tullow Oil,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.544,0.8772812485694885
700,Barclays,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,-0.625,0.41690969467163086
701,BP,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.18,0.9763980507850647
702,Sainsbury's,Can Christmas Save Sainsbury's plc And Tesco plc?,-0.158,0.34780970215797424
703,HSBC,HSBC Says Unit to Book $585 Million Charge on Settlement,-0.434,0.587953507900238
704,Dixons Carphone,FTSE boosted by Dixons Carphone with Fed in focus,0.522,0.8611632585525513
705,Standard Life,Standard Life impresses as fee-based products offset annuities slump,0.552,0.27532073855400085
706,Home Retail Group,CompaniesHome Retail trims gains but is considered 'in play',0.135,0.8972668051719666
707,Intertek Group,Intertek Group announces strategic update outlining its plan,0.046,0.49300655722618103
708,Valeant Pharmaceuticals International,Valeant CEO Pledges to Heed Critics After `Painful' Experience,-0.381,0.38174402713775635
709,Hammerson,Industry NewsHammerson joint venture buys Dublin loan portfolio,0.275,0.9983329772949219
710,Sanofi,AstraZeneca sells Caprelsa rights to Sanofi unit,0.233,0.9994983077049255
711,BP,Greenpeace Protest of BP Forces British Museum to Close,-0.32,-0.11210566759109497
712,L&G,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",0.232,0.9013589024543762
713,SABMiller,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,0.429,0.6748909950256348
714,Standard Chartered PLC,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",-0.147,0.2511241137981415
3,Royal Mail,Royal Mail chairman Donald Brydon set to step down,-0.374,0.0790068656206131
716,AstraZeneca,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.242,0.8313943147659302
717,Prudential,Prudential shares halted in Hong Kong pending announcement,-0.293,0.5929744243621826
718,AB InBev,"CompaniesPound to boost ABF for now, but mixed impact ahead",0.364,0.8812360763549805
719,Statoil,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",0.294,0.9767566919326782
720,Acerta,AstraZeneca chases Acerta to secure next cancer drug winner,0.776,0.9999618530273438
721,AstraZeneca,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",0.143,0.6965418457984924
722,Barclays,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,0.395,0.9992507696151733
723,BBCN Bancorp,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,0.493,0.9943753480911255
724,BP,Payout from BP oil spill settlement tops $5 billion,-0.639,0.04409937188029289
725,Towergate,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,0.002,0.9820057153701782
726,Apple,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.46,0.7906146049499512
727,Glencore,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,0.814,0.71420818567276
728,BHP Billiton,BHP Billiton drags FTSE lower after slashing dividend,-0.604,0.3303927183151245
729,Glencore,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,0.037,0.6241230964660645
730,Unilever,Unilever returns to Cuba in joint venture with state,0.287,0.9521535634994507
731,Glencore,Deals Help Shrink Glencore's Mountain of Debt,0.152,0.9295968413352966
732,Sainsbury's,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.456,0.9352397322654724
733,Lloyds,British taxpayers' stake in Lloyds falls below 22 percent,-0.537,-0.1314917951822281
734,Primark,Fears Primark growth is starting to falter,-0.338,0.2380235642194748
735,CRH,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",0.674,0.8772812485694885
736,Facebook,Royal Bank of Scotland becomes Facebook customer,0.25,0.7341375946998596
737,Aberdeen Asset Management,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,0.022,0.7215436100959778
738,Aviva plc,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",0.324,0.9998310804367065
739,Morrisons,Morrisons and Debenhams surprise City with Christmas bounce back,0.619,0.770398736000061
740,Tesco PLC,"FTSE ends lower on weaker miners, Tesco outperforms",0.402,0.37186795473098755
741,JP Morgan Chase,CompaniesCoutts raids JPMorgan Chase for new CEO,-0.191,0.5312844514846802
742,SABMiller,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,0.577,0.4630790054798126
743,Tesco PLC,Tesco share price down as grocer faces SFO investigation outcome,-0.542,-0.14286425709724426
744,Sainsbury's,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.334,0.951525866985321
745,Domino's Pizza Group plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",0.063,0.9999018311500549
746,Acerta,AstraZeneca share price: Acerta deal pays off with orphan drug status,0.317,0.9563623666763306
747,Britvic,Cost savings help Robinsons maker Britvic to first-half profit,0.373,0.898772120475769
748,Tesco PLC,CompaniesTesco sends supermarket shares to top of FTSE,0.583,0.6203209757804871
749,Diageo,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",0.137,0.3112656772136688
750,Shell,Protesters gather in Seattle to block access to Shell oil rig,-0.4,0.11953813582658768
751,Aer Lingus,Passengers rise at EasyJet and Aer Lingus,0.346,0.9419699907302856
752,Intertek Group,Intertek profit up 16.1%; expects to meet forecast,0.66,0.986415684223175
753,Chevron,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.401,0.05166099965572357
754,Tesco PLC,Tesco's boss knows which side his bread is buttered,0.183,0.3452407717704773
755,Barclays,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,-0.34,0.5151283740997314
756,GSK,GSK hopes big clinical trial can breath new life into lung drug,0.093,0.9849835634231567
757,TUI AG,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,0.0,0.9456996917724609
758,Standard Chartered PLC,Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,-0.301,0.47505423426628113
759,Travis Perkins,Industry NewsStrong results at Travis Perkins marred by plumbing impairment,-0.088,0.6419956684112549
760,Rio Tinto,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,0.3,0.6319218277931213
761,AstraZeneca,AstraZeneca to Buy ZS Pharma for $2.7 Billion,0.551,0.9313457608222961
762,Aviva plc,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",0.107,0.2389102727174759
763,Royal Bank of Scotland Group plc,Reluctant shareholder George Osborne loses patience with RBS,-0.285,0.31297025084495544
764,Cuadrilla,Cuadrilla and protesters await Lancashire fracking decision,-0.114,0.44117918610572815
765,SABMiller,Currency causes full-year headaches for SABMiller,-0.428,0.2479047179222107
766,EasyJet,Beach holiday demand helps lift clouds for easyJet,0.456,0.9557270407676697
767,ARM Holdings plc,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,0.273,0.9861319661140442
768,Deutsche Boerse,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,-0.281,0.2651939392089844
769,Standard Chartered,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",-0.499,-0.27071091532707214
770,BT Group,BT Group's third quarter revenues rise as restructure unveiled,0.564,0.5942575335502625
771,SSE,SSE share price: Peterhead station to supply voltage support to National Grid,0.253,0.6803972721099854
772,Standard Chartered PLC,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.025,0.8263857960700989
773,Berkshire Hathaway Inc.,Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.314,0.9899839758872986
774,AstraZeneca,AstraZeneca's patent on asthma drug invalidated by US court,-0.656,0.44750675559043884
775,Lloyds Banking Group PLC,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,-0.468,0.044065918773412704
776,Royal Bank of Scotland Group plc,Goodwin not to face Scottish prosecution over RBS,0.114,0.31297025084495544
777,Barclays,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,-0.434,0.5482912659645081
778,Royal Bank of Scotland Group plc,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,0.066,0.7640942931175232
779,Glencore,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",0.124,0.9975653886795044
780,Morrisons,Morrisons share price: Group trading director departs as management cull ...,-0.158,0.45802125334739685
781,Lloyds Banking Group PLC,Lloyds returns Â£13bn to UK taxpayer,-0.154,0.05651933327317238
782,Weir Group,Weir leads FTSE lower after oil price profits warning,-0.59,-0.041571345180273056
783,Lloyds Banking Group PLC,Retail focus helps to shield Lloyds from banking chill,0.253,0.9342842698097229
784,Royal Bank of Scotland Group plc,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,0.149,0.7181590795516968
785,Sports Direct,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.459,0.9429327249526978
786,Rio Tinto,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,0.262,0.9690628051757812
787,EasyJet,EasyJet attracts more passengers in June but still lags Ryanair,0.21,0.49652397632598877
788,FastJet,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",0.155,0.6204071044921875
789,Barclays,Barclays fined for anti-money-laundering failings,-0.811,0.44117918610572815
790,Shire,CORRECTED-Shire to buy Dyax for about $5.9 bln,0.402,0.9391602873802185
791,Statoil,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",-0.242,0.6795583963394165
792,ITV,ITV shares dip after update,-0.427,0.42824289202690125
793,Statoil,"Centrica extends gas deals with Gazprom, Statoil",0.239,0.7790389657020569
794,Glencore,Glencore shares enjoy bounce-back after Hong Kong-led surge,0.434,0.8782703876495361
795,BP,Ruling sets lower limit on potential fine for BP,-0.261,-0.1394554227590561
796,Sports Direct,Sports Direct Shares Tumble as Founder Ashley Sells Shares,-0.596,0.48008596897125244
797,ExxonMobil,Shell challenges Exxon dominance with 47 billion-pound bid for BG,-0.196,0.35752737522125244
798,United Spirits,Diageo receives reports from United Spirits on financial irregularities involving ...,-0.272,0.5950897932052612
799,Experian,Credit checker Experian reports fall in full-year profit,-0.39,-0.12784506380558014
800,Old Mutual,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.022,0.8263857960700989
801,Barclays,Barclays reports 8% fall in annual profits,-0.724,-0.15865327417850494
802,Teva,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.476,0.9770913124084473
803,Rival National Grid plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.408,0.9891452789306641
804,Chipotle,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,-0.789,0.29255416989326477
805,Shell,Shell offers 50 percent premium to buy BG for $70 billion,0.193,0.9975091218948364
806,Morrisons,Morrisons share price: Founder's son to assist CEO with turnaround,0.137,0.48884087800979614
807,GSK,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,0.418,0.8628616333007812
808,Sainsbury's,Sainsbury sells unit to LloydsPharmacy,0.234,0.9805554151535034
809,Barclays,Former Barclays traders stand trial in Libor case,-0.329,-0.11901497095823288
810,Tesco PLC,Tesco share price jumps as Q3 sales top estimates,0.719,0.8973764181137085
811,SABMiller,"South Africa approves SABMiller, Coke bottling deal with conditions",0.308,0.7424405813217163
812,Shire,CompaniesActelion shares hit record on Shire takeover talk,0.345,0.2403559684753418
813,Aggreko,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,-0.381,0.9479723572731018
814,HSBC,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",-0.536,0.8569587469100952
815,Standard Chartered PLC,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,-0.812,0.07335939258337021
816,Standard Chartered PLC,Standard Chartered Misses Estimates in Sands's Last Results,-0.438,0.8552960157394409
817,HSBC,"HSBC shakes up board with two new business chiefs, three departures",-0.074,0.9961525201797485
818,Sky,Britain's FTSE slips from 2016 high as Sky falls,-0.458,0.0559777170419693
819,BHP Billiton,BHP Billiton to lower copper production costs,0.31,0.11246402561664581
820,Glencore,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,0.274,0.7082372307777405
821,Smith & Nephew,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,-0.666,0.5219516754150391
822,Philip Morris,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.152,0.6980829834938049
823,Asahi,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.207,0.960494875907898
824,Berkshire Hathaway Inc.,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,-0.566,0.9987668991088867
825,BP,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,-0.588,-0.16261152923107147
826,RBI,RBI surprises Street; Sensex pares gains after hitting mount 30k,0.89,0.6647825241088867
827,Royal Mail,"Royal Mail needs to deliver on modernisation plans, post haste",-0.046,0.31275373697280884
828,Barclays,Barclays CEO poaches risk head from JP Morgan,0.1,-0.13202022016048431
829,Morrisons,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.251,-0.22989268600940704
830,Clydesdale Bank,Clydesdale Bank H1 profits weighed down by PPI charge,-0.343,0.5230939388275146
831,Sanofi,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,0.258,0.9862398505210876
832,Deutsche Bank,CompaniesDeutsche taps ex-StanChart executive for audit role,0.0,0.5904229283332825
833,Cuadrilla,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,-0.05,0.3192126154899597
834,Shell,Investors Remain Skeptical About Shell-BG Deal,-0.266,0.5214900374412537
835,Morrisons,Amazon to attack UK grocery market with Morrisons deal,0.333,0.8573970794677734
836,Barclays,Glencore tells investors it is on track to reduce debt: Barclays,0.344,0.6783894300460815
837,Barclays,UPDATE 3-Barclays fined for lax crime checks in 'deal of century',-0.829,0.8747305274009705
838,M&G Investments,Prudential hit by withdrawals from M&G investment arm,-0.704,0.12578034400939941
839,Old Mutual,Old Mutual faces backlash over Â£9m chief exec payout plan,-0.379,-0.2701290249824524
840,Barclays,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,0.147,0.8587659001350403
841,Ennismore Group,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.198,0.7296873331069946
842,Lloyds Banking Group PLC,Lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.532,0.004791907966136932
843,Tesco,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,0.0,0.44117918610572815
844,GlaxoSmithKline,Investor Woodford calls for outsider to head GlaxoSmithKline,0.14,0.4620024263858795
845,Randgold Resources,Randgold Resources third quarter profit slips despite record production,-0.39,-0.17530447244644165
846,Ashtead,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.719,0.7628850340843201
847,HSBC,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",-0.14,0.4162195920944214
848,Royal Mail,UPDATE 1-UK to start selling remaining Royal Mail shares,-0.278,0.8505001068115234
849,Thetrainline.com,Companies Thetrainline.com announces arrival of London IPO,0.245,0.7286505699157715
850,Hargreaves,Hargreaves weathers torrid ISA season and Brexit fears,-0.6,0.053768958896398544
851,BP,PRESS: UK Government Would Oppose Any BP Takeover - FT,-0.077,0.8817058205604553
852,Land Securities,"Britain's FTSE gains, Land Securities up after dividend hike",0.549,0.6848322153091431
853,AstraZeneca,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.25,0.6341122388839722
